D1y,Hour,Minute,v1r1(t-9),v1r1(t-8),v1r1(t-7),v1r1(t-6),v1r1(t-5),v1r1(t-4),v1r1(t-3),v1r1(t-2),v1r1(t-1),v1r1(t),target
2,0,45,60,61,62,63,62,62,65,60,57,59,2
2,1,0,61,62,63,62,62,65,60,57,59,60,3
2,1,15,62,63,62,62,65,60,57,59,60,55,2
2,1,30,63,62,62,65,60,57,59,60,55,48,2
2,1,45,62,62,65,60,57,59,60,55,48,38,3
2,2,0,62,65,60,57,59,60,55,48,38,43,3
2,2,15,65,60,57,59,60,55,48,38,43,53,2
2,2,30,60,57,59,60,55,48,38,43,53,29,2
2,2,45,57,59,60,55,48,38,43,53,29,33,3
2,3,0,59,60,55,48,38,43,53,29,33,51,3
2,3,15,60,55,48,38,43,53,29,33,51,50,2
2,3,30,55,48,38,43,53,29,33,51,50,35,2
2,3,45,48,38,43,53,29,33,51,50,35,38,1
2,4,0,38,43,53,29,33,51,50,35,38,47,1
2,4,15,43,53,29,33,51,50,35,38,47,50,2
2,4,30,53,29,33,51,50,35,38,47,50,60,2
2,4,45,29,33,51,50,35,38,47,50,60,66,1
2,5,0,33,51,50,35,38,47,50,60,66,52,2
2,5,15,51,50,35,38,47,50,60,66,52,56,1
2,5,30,50,35,38,47,50,60,66,52,56,64,1
2,5,45,35,38,47,50,60,66,52,56,64,59,1
2,6,0,38,47,50,60,66,52,56,64,59,65,1
2,6,15,47,50,60,66,52,56,64,59,65,62,1
2,6,30,50,60,66,52,56,64,59,65,62,62,1
2,6,45,60,66,52,56,64,59,65,62,62,61,1
2,7,0,66,52,56,64,59,65,62,62,61,61,2
2,7,15,52,56,64,59,65,62,62,61,61,61,2
2,7,30,56,64,59,65,62,62,61,61,61,60,1
2,7,45,64,59,65,62,62,61,61,61,60,59,2
2,8,0,59,65,62,62,61,61,61,60,59,58,2
2,8,15,65,62,62,61,61,61,60,59,58,60,2
2,8,30,62,62,61,61,61,60,59,58,60,58,2
2,8,45,62,61,61,61,60,59,58,60,58,58,2
2,9,0,61,61,61,60,59,58,60,58,58,58,2
2,9,15,61,61,60,59,58,60,58,58,58,58,2
2,9,30,61,60,59,58,60,58,58,58,58,56,2
2,9,45,60,59,58,60,58,58,58,58,56,56,2
2,10,0,59,58,60,58,58,58,58,56,56,59,2
2,10,15,58,60,58,58,58,58,56,56,59,57,2
2,10,30,60,58,58,58,58,56,56,59,57,57,1
2,10,45,58,58,58,58,56,56,59,57,57,57,2
2,11,0,58,58,58,56,56,59,57,57,57,59,2
2,11,15,58,58,56,56,59,57,57,57,59,60,2
2,11,30,58,56,56,59,57,57,57,59,60,58,2
2,11,45,56,56,59,57,57,57,59,60,58,57,1
2,12,0,56,59,57,57,57,59,60,58,57,59,1
2,12,15,59,57,57,57,59,60,58,57,59,59,2
2,12,30,57,57,57,59,60,58,57,59,59,60,2
2,12,45,57,57,59,60,58,57,59,59,60,60,1
2,13,0,57,59,60,58,57,59,59,60,60,58,1
2,13,15,59,60,58,57,59,59,60,60,58,59,1
2,13,30,60,58,57,59,59,60,60,58,59,60,1
2,13,45,58,57,59,59,60,60,58,59,60,60,2
2,14,0,57,59,59,60,60,58,59,60,60,60,2
2,14,15,59,59,60,60,58,59,60,60,60,60,1
2,14,30,59,60,60,58,59,60,60,60,60,58,2
2,14,45,60,60,58,59,60,60,60,60,58,50,2
2,15,0,60,58,59,60,60,60,60,58,50,60,2
2,15,15,58,59,60,60,60,60,58,50,60,59,1
2,15,30,59,60,60,60,60,58,50,60,59,58,2
2,15,45,60,60,60,60,58,50,60,59,58,58,2
2,16,0,60,60,60,58,50,60,59,58,58,60,2
2,16,15,60,60,58,50,60,59,58,58,60,59,2
2,16,30,60,58,50,60,59,58,58,60,59,58,2
2,16,45,58,50,60,59,58,58,60,59,58,58,2
2,17,0,50,60,59,58,58,60,59,58,58,57,2
2,17,15,60,59,58,58,60,59,58,58,57,59,2
2,17,30,59,58,58,60,59,58,58,57,59,58,2
2,17,45,58,58,60,59,58,58,57,59,58,57,2
2,18,0,58,60,59,58,58,57,59,58,57,57,2
2,18,15,60,59,58,58,57,59,58,57,57,58,2
2,18,30,59,58,58,57,59,58,57,57,58,55,2
2,18,45,58,58,57,59,58,57,57,58,55,56,2
2,19,0,58,57,59,58,57,57,58,55,56,56,2
2,19,15,57,59,58,57,57,58,55,56,56,57,2
2,19,30,59,58,57,57,58,55,56,56,57,56,2
2,19,45,58,57,57,58,55,56,56,57,56,56,2
2,20,0,57,57,58,55,56,56,57,56,56,56,2
2,20,15,57,58,55,56,56,57,56,56,56,58,2
2,20,30,58,55,56,56,57,56,56,56,58,57,1
2,20,45,55,56,56,57,56,56,56,58,57,59,1
2,21,0,56,56,57,56,56,56,58,57,59,58,1
2,21,15,56,57,56,56,56,58,57,59,58,60,1
2,21,30,57,56,56,56,58,57,59,58,60,60,1
2,21,45,56,56,56,58,57,59,58,60,60,60,1
2,22,0,56,56,58,57,59,58,60,60,60,61,1
2,22,15,56,58,57,59,58,60,60,60,61,61,1
2,22,30,58,57,59,58,60,60,60,61,61,61,1
2,22,45,57,59,58,60,60,60,61,61,61,61,1
2,23,0,59,58,60,60,60,61,61,61,61,62,1
2,23,15,58,60,60,60,61,61,61,61,62,63,1
2,23,30,60,60,60,61,61,61,61,62,63,61,1
2,23,45,60,60,61,61,61,61,62,63,61,63,1
3,0,0,60,61,61,61,61,62,63,61,63,61,1
3,0,15,61,61,61,61,62,63,61,63,61,60,1
3,0,30,61,61,61,62,63,61,63,61,60,63,1
3,0,45,61,61,62,63,61,63,61,60,63,62,2
3,1,0,61,62,63,61,63,61,60,63,62,61,2
3,1,15,62,63,61,63,61,60,63,62,61,61,2
3,1,30,63,61,63,61,60,63,62,61,61,59,3
3,1,45,61,63,61,60,63,62,61,61,59,47,2
3,2,0,63,61,60,63,62,61,61,59,47,45,2
3,2,15,61,60,63,62,61,61,59,47,45,9,2
3,2,30,60,63,62,61,61,59,47,45,9,46,2
3,2,45,63,62,61,61,59,47,45,9,46,49,2
3,3,0,62,61,61,59,47,45,9,46,49,46,2
3,3,15,61,61,59,47,45,9,46,49,46,45,2
3,3,30,61,59,47,45,9,46,49,46,45,51,2
3,3,45,59,47,45,9,46,49,46,45,51,51,2
3,4,0,47,45,9,46,49,46,45,51,51,43,1
3,4,15,45,9,46,49,46,45,51,51,43,46,2
3,4,30,9,46,49,46,45,51,51,43,46,55,2
3,4,45,46,49,46,45,51,51,43,46,55,64,2
3,5,0,49,46,45,51,51,43,46,55,64,49,1
3,5,15,46,45,51,51,43,46,55,64,49,54,1
3,5,30,45,51,51,43,46,55,64,49,54,59,1
3,5,45,51,51,43,46,55,64,49,54,59,65,1
3,6,0,51,43,46,55,64,49,54,59,65,66,1
3,6,15,43,46,55,64,49,54,59,65,66,64,1
3,6,30,46,55,64,49,54,59,65,66,64,63,1
3,6,45,55,64,49,54,59,65,66,64,63,63,1
3,7,0,64,49,54,59,65,66,64,63,63,62,1
3,7,15,49,54,59,65,66,64,63,63,62,62,2
3,7,30,54,59,65,66,64,63,63,62,62,61,1
3,7,45,59,65,66,64,63,63,62,62,61,60,2
3,8,0,65,66,64,63,63,62,62,61,60,59,2
3,8,15,66,64,63,63,62,62,61,60,59,60,2
3,8,30,64,63,63,62,62,61,60,59,60,58,2
3,8,45,63,63,62,62,61,60,59,60,58,57,2
3,9,0,63,62,62,61,60,59,60,58,57,58,2
3,9,15,62,62,61,60,59,60,58,57,58,57,1
3,9,30,62,61,60,59,60,58,57,58,57,56,2
3,9,45,61,60,59,60,58,57,58,57,56,58,2
3,10,0,60,59,60,58,57,58,57,56,58,60,2
3,10,15,59,60,58,57,58,57,56,58,60,54,2
3,10,30,60,58,57,58,57,56,58,60,54,57,2
3,10,45,58,57,58,57,56,58,60,54,57,58,2
3,11,0,57,58,57,56,58,60,54,57,58,58,2
3,11,15,58,57,56,58,60,54,57,58,58,57,2
3,11,30,57,56,58,60,54,57,58,58,57,59,1
3,11,45,56,58,60,54,57,58,58,57,59,46,1
3,12,0,58,60,54,57,58,58,57,59,46,58,1
3,12,15,60,54,57,58,58,57,59,46,58,61,2
3,12,30,54,57,58,58,57,59,46,58,61,60,1
3,12,45,57,58,58,57,59,46,58,61,60,60,2
3,13,0,58,58,57,59,46,58,61,60,60,59,2
3,13,15,58,57,59,46,58,61,60,60,59,60,1
3,13,30,57,59,46,58,61,60,60,59,60,59,2
3,13,45,59,46,58,61,60,60,59,60,59,59,1
3,14,0,46,58,61,60,60,59,60,59,59,61,1
3,14,15,58,61,60,60,59,60,59,59,61,59,2
3,14,30,61,60,60,59,60,59,59,61,59,60,2
3,14,45,60,60,59,60,59,59,61,59,60,61,2
3,15,0,60,59,60,59,59,61,59,60,61,58,2
3,15,15,59,60,59,59,61,59,60,61,58,59,2
3,15,30,60,59,59,61,59,60,61,58,59,57,2
3,15,45,59,59,61,59,60,61,58,59,57,58,2
3,16,0,59,61,59,60,61,58,59,57,58,58,2
3,16,15,61,59,60,61,58,59,57,58,58,57,2
3,16,30,59,60,61,58,59,57,58,58,57,57,2
3,16,45,60,61,58,59,57,58,58,57,57,59,2
3,17,0,61,58,59,57,58,58,57,57,59,57,2
3,17,15,58,59,57,58,58,57,57,59,57,57,2
3,17,30,59,57,58,58,57,57,59,57,57,59,2
3,17,45,57,58,58,57,57,59,57,57,59,58,2
3,18,0,58,58,57,57,59,57,57,59,58,56,2
3,18,15,58,57,57,59,57,57,59,58,56,57,2
3,18,30,57,57,59,57,57,59,58,56,57,56,2
3,18,45,57,59,57,57,59,58,56,57,56,55,2
3,19,0,59,57,57,59,58,56,57,56,55,56,2
3,19,15,57,57,59,58,56,57,56,55,56,53,2
3,19,30,57,59,58,56,57,56,55,56,53,55,2
3,19,45,59,58,56,57,56,55,56,53,55,56,2
3,20,0,58,56,57,56,55,56,53,55,56,57,2
3,20,15,56,57,56,55,56,53,55,56,57,55,2
3,20,30,57,56,55,56,53,55,56,57,55,52,2
3,20,45,56,55,56,53,55,56,57,55,52,56,2
3,21,0,55,56,53,55,56,57,55,52,56,56,2
3,21,15,56,53,55,56,57,55,52,56,56,57,2
3,21,30,53,55,56,57,55,52,56,56,57,59,1
3,21,45,55,56,57,55,52,56,56,57,59,58,1
3,22,0,56,57,55,52,56,56,57,59,58,58,1
3,22,15,57,55,52,56,56,57,59,58,58,61,1
3,22,30,55,52,56,56,57,59,58,58,61,61,1
3,22,45,52,56,56,57,59,58,58,61,61,60,1
3,23,0,56,56,57,59,58,58,61,61,60,61,1
